OLD_SERVICE_TITLE,OLD_SERVICE_URL,AUTHORITATIVE_AGO_TITLE,AUTHORITATIVE_AGO_SERVICE_URL,UPDATED_URL,AUTHORITATIVE_AGO_ITEMID,ASSOCIATED_DEPRECATED_ITEMIDS,ASSOCIATED_DEPRECATED_URLS
"bc provincial boundaries lines 1:2,000,000  (digital baseline mapping)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/235,"BC Provincial Boundaries Lines 1:2,000,000  (Digital Baseline Mapping)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/32,YES,a99475391def4f85ba75e0a34bce545e,5a45728aa6084f6f83a607a339d3cd93,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/235
bc public libraries systems - branches and locations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/817,BC Public Libraries Systems - Branches and Locations,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/46,YES,54e99a605b6b48ef83605e41253081ec,,
bc research centres,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/482,BC Research Centres,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/60,YES,8669979aa4f44d2daedc50aba6603bc4,4b2623c176f6424aa17370430ee299b9,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/482
"bc river, lake and wetland polygons 1:2,000,000  (digital baseline mapping)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/293,"BC River, Lake and Wetland Polygons 1:2,000,000  (Digital Baseline Mapping)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/31,YES,4d8fb1dc1b2d49f09a0e158af487a29a,a9e6fbf82d5c4c39ae1a3953b6436c15,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/293
"bc spot elevation points 1:2,000,000  (digital baseline mapping)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/531,"BC SPOT Elevation Points 1:2,000,000  (Digital Baseline Mapping)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/106,YES,d595469402b84ad0bb4b931ce7f7296e,f2078322d9bc48a49a9e13e09c090172,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/531
bc tourism regions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/227,BC Tourism Regions,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_legal_admin_boundaries/MapServer/26,YES,6b6aa1d4816c486c8df67f0a1a773a3c,96b23b05fb93410c9e080167e202add7,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/227
bc transmission lines,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/130,BC Transmission Lines,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/77,YES,7e2eb22c3813441392ff2617ba4e5c16,5d1f7b7200c143bcaf6ee54eef7002b2,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/130
"bc transport lines 1:2,000,000  (digital baseline mapping)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/513,"BC Transport Lines 1:2,000,000  (Digital Baseline Mapping)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/97,YES,2044f7caffc74fa8812af33c1051727b,b7799b95ff8a4457932898dedaf07947,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/513
"bc transport points 1:2,000,000  (digital baseline mapping)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/46,"BC Transport Points 1:2,000,000  (Digital Baseline Mapping)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/49,YES,4b5ab8bf365f441f9bba50f1eb25c0e3,865829e893444eed9d01f5e8d613cc97,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/46
"bc water lines 1:2,000,000  (digital baseline mapping)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/403,"BC Water Lines 1:2,000,000  (Digital Baseline Mapping)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/1,YES,e7f0b7b680fa4cd69d241351433b1ab3,4c49441b203743339f5b01e13a2e399c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/403
"bc water points 1:2,000,000  (digital baseline mapping)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/585,"BC Water Points 1:2,000,000  (Digital Baseline Mapping)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/38,YES,80cbcd18c4464043886bb025bff26d08,506e6160c0f74cfb83ca30b0d119e898,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/585
"bc water polygons 1:6,000,000  (digital baseline mapping)",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/312,"BC Water Polygons 1:6,000,000  (Digital Baseline Mapping)",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/78,YES,afc76849dbcc4f50b4f2d59d2e68289b,07634c4109054fffb61079d61796ef21,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/312
bc wild mountain sheep registry - distribution,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/759,BC Wild Mountain Sheep Registry - Distribution,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/3,YES,3ca68b87fb9646b3b1bdf4c9b52a7c53,,
bc wildfire active weather stations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/575,BC Wildfire Active Weather Stations,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/16,YES,5c8236f7156f40cead95f0f939a07887,49c5bbd3bc4d4671ba3ed259352727d2,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/575
bc wildfire area restrictions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/815,,,,,d7738f12865849e0bec8f74852295f90,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/815
bc wildfire cri fuel treatments,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/881,BC Wildfire CRI Fuel Treatments,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/6,YES,311b385eeac44bb59d05fb36d2f316dc,,
bc wildfire danger rating,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/819,,,,,0be2e7e2c52e4c01b3feb3e324b10c66,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/819
bc wildfire psta fire density,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/822,BC Wildfire PSTA Fire Density,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/4,YES,51062a005e764ca792f7f5a8bc70c6da,,
bc wildfire psta fire threat rating,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/823,BC Wildfire PSTA Fire Threat Rating,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/20,YES,752b3cee17dd42328166c337df52412b,,
bc wildfire psta head fire intensity,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/821,BC Wildfire PSTA Head Fire Intensity,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/19,YES,5d22b28382454d8eb16e1bd162b02327,,
bc wildfire psta lightning fire density,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/818,BC Wildfire PSTA Lightning Fire Density,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/17,YES,d73e097991d6485ca3537680015391e5,,
bc wildfire psta spotting impact,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/820,BC Wildfire PSTA Spotting Impact,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/10,YES,e90a602db80b42efb5464e94af931ee4,,
bc wildfire wildland urban interface risk class,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/814,BC Wildfire Wildland Urban Interface Risk Class,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/15,YES,eb2fa2a4415f453791aa767924b7d8fa,,
bc wildfire wui human interface buffer,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/813,BC Wildfire WUI Human Interface Buffer,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/9,YES,3013dca87f324a23a9f71a36cd8f6bf5,,
bc wildlife psta human fire density,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/816,BC Wildfire PSTA Human Fire Density,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_land_and_natural_resource/MapServer/8,YES,4bd9d3eaa910482f92f28209469041ef,,
"bcgs 1:10,000 grid",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/561,"BCGS 1:10,000 Grid",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/8,YES,6794dd3edb324065b1ed16f9c7c0e663,133ceadf07334c4c9e437a6780723b4c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/561
"bcgs 1:2,500 mapsheet grid - nad 27",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/414,"BCGS 1:2,500 Mapsheet Grid - NAD 27",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/62,YES,38d5c73473974c949e7cd8433bee2e97,9685fb253a014d1f8e38526a75a407e9,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/414
"bcgs 1:2,500 mapsheet grid - nad 83",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/883,"BCGS 1:2,500 Mapsheet Grid - NAD 83",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/28,YES,e41006a08bb44b7c9d1e2de5d68c81de,21c32ec86f9741f6abb0aeb854f19d99,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/47
"bcgs 1:20,000 grid",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/139,"BCGS 1:20,000 Grid",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/82,YES,4af8da5e159d47cfb38e860758c4b544,42fa3603db734d158a4f01d5434f2e57,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/139
"bcgs 1:5,000 grid",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/313,"BCGS 1:5,000 Grid",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/79,YES,338456cd3e1f40c7a23d003c9202c1f0,38c6ee17c69448dd8602d9d2e4b63173,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/313
"bcgs 1:50,000 grid",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/425,"BCGS 1:50,000 Grid",https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/83,YES,53a8650e73b8410fa0969a11f5db6807,3c7a9a4951874904b902c5c709cf2c2f,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/425
bcts blocks - cutting permit road permit - outlined,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/744,BCTS Cut Permit - Road Permit Regulation - Blocks,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/11,YES,e0481a8733d34df6a0a333a6cf9a0d99,,
bcts operating areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/745,BCTS Operating Areas,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/24,YES,ee2a30bf08e74b50b704544f12862b84,4a3c8139d0b3431ebc2c726a99162a78,"https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgw/MapServer/dynamicLayer?layer={""source"": {""type"": ""dataLayer"", ""dataSource"": {""dataSourceName"": ""WHSE_FOREST_TENURE.BCTS_OPERATING_AREAS_SP"", ""workspaceId"": ""MPCM_ALL_PUB"", ""type"": ""table"", ""gdbVersion"": """"}}, ""minScale"": 2500000, ""maxScale"": 0, ""id"": null, ""drawingInfo"": {""labelingInfo"": null, ""renderer"": {""symbol"": {""color"": [0, 0, 0, 0], ""style"": ""esriSFSSolid"", ""type"": ""esriSFS"", ""outline"": {""color"": [255, 85, 0, 255], ""width"": 2, ""style"": ""esriSLSSolid"", ""type"": ""esriSLS""}}, ""type"": ""simple"", ""description"": null, ""label"": null}, ""transparency"": 0}}"
bcts planned roads,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/743,BCTS Planned Roads,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/13,YES,f11a58a4396345e496d4ea930d4f312a,8d1a4dd5e1684029aaee551fa9af57df,"https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgw/MapServer/dynamicLayer?layer={""source"": {""type"": ""dataLayer"", ""dataSource"": {""dataSourceName"": ""WHSE_FOREST_TENURE.BCTS_PLANNED_ROADS_SP"", ""workspaceId"": ""MPCM_ALL_PUB"", ""type"": ""table"", ""gdbVersion"": """"}}, ""minScale"": 600000, ""maxScale"": 0, ""id"": null, ""drawingInfo"": {""labelingInfo"": null, ""renderer"": {""symbol"": {""color"": [255, 170, 0, 255], ""width"": 3, ""style"": ""esriSLSSolid"", ""type"": ""esriSLS""}, ""type"": ""simple"", ""description"": null, ""label"": null}, ""transparency"": 0}}"
bedrock geology,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/426,Bedrock Geology,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/14,YES,f2dfdf45f98846c293730c6f638e87a4,0f3c5d42e93f4e9a804b6fa518e00096,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/426
benthic marine ecounits - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/143,Benthic Marine Ecounits - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/70,YES,7a42dc9781134446896c5a09b4f867ba,2631ba7806014a75a2c795c346625d10,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/143
biogeoclimatic ecosystem classification ( bec ) map,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/38,BEC Map,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/21,YES,368ec4631af84ad8bdd63d53eff28776,6849e05d18ad498da78e5ec449819c10,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/38
biogeoclimatic map - generalized (1:20k),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/540,BEC Map - Generalized (1:20K),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/42,YES,6b80bed28de240ccb429e53646058b57,04d60879474246c09493301a1dad8c1f,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/540
biogeoclimatic map - generalized (1:250k),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/72,BEC Map - Generalized (1:250K),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/30,YES,3783901ed7ed4ffb974df755c52462b3,d6f14fa0a73d44c4a684cc3703741d44,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/72
biogeoclimatic map - labels,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/308,BEC Map - Labels,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/12,YES,889d343aa2004b868be1a0222391be3a,de23d738254749e6bacf311a05f761ad,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/308
biogeoclimatic zones - generalized (1:2m),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/672,BEC Zones - Generalized (1:2M),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/1,YES,d196638fbdae46f685eaeec4379de202,c9fa3018fe0342aba9bf5756c051456d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/672
bioslide points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/476,Bioslide Points,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/25,YES,caf3d93f45324230bdeda2b22c360edd,2b1f0c570dab4bd69bf0646b5e119b54,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/476
bioterrain mapping (tbt) detailed polygons with short attribute table spatial view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/126,Bioterrain Mapping (TBT) Detailed Polygons with Short Attribute Table Spatial View,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/9,YES,7dc0f416661d4a1fafdd98d840061e30,64d98a375f824feaa94c8e169f11fbb0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/126
bird colonies - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/612,Bird Colonies - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/66,YES,84fdcb3626704eee9bcc4a2414d3467a,261dbfcb11cf49c6a160984151a1b59f,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/612
black oystercatchers - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/669,Black Oystercatchers - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/35,YES,58bb31ced44f4eac8bdf78c518da1ffb,8865949711c74e099b5fa62c31fc1513,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/669
borehole log lithology public view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/112,Borehole Log Lithology Public View,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_waste/MapServer/1,YES,156b3eb3f0f544489f7f3da88436d46d,1b381872cdfd413882251a158ce51e38,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/112
british columbia major timber processing facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/861,British Columbia Major Timber Processing Facilities,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/54,YES,70ec7d6020f24ac1a068d5f808b3cca6,,
british columbia wildfire bans and prohibitions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/812,British Columbia Bans and Prohibition Areas,https://services6.arcgis.com/ubm4tcTYICKBpist/arcgis/rest/services/British_Columbia_Bans_and_Prohibition_Areas/FeatureServer,NA,f5eab6cf76f84b888d9ee37808140532,743e382e7fc743dea87b5081988582e9,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/812
broad ecosystem inventory classification spatial layer,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/651,Broad Ecosystem Inventory Classification Spatial Layer,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/7,YES,d973983a82db461296b6933c0558ef16,3d19f2fedb814edc8a0cf5d79816239d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/651
buildings - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/133,Buildings - TRIM Enhanced Base Map (EBM),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/50,YES,3587fc6bfea14d39aad3f2ca4c2d0870,30a17697416d408e87c35829858a21f0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/133
built-up areas - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/382,Built-up Areas - TRIM Enhanced Base Map (EBM),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/7,YES,8c168d74825c41cab564e12f8c7aacfb,6bf1c35080344ec4ac6e6720ffd16166,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/382
california and steller sealion haulout areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/555,California and Steller Sealion Haulout Areas - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/37,YES,82985a5a5ff743d1a4da74e271953736,262704f502d24bfebac9e0d434f136ec,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/555
california and steller sealion haulout points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/207,California and Steller Sealion Haulout Points - Coastal Resource Information Management System (CRIMS),https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/27,YES,8a805278ae7b49788bc85c8d4c9ac5d5,495b533f0aaa4324b08c1be4a729a5ae,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/207
