OLD_WS_TITLE,OLD_WS_URL,AGO_TITLE,AGO_ITEMID,AGO_WS_URL,URL_UPDATED
"bcgs 1:2,500 mapsheet grid - nad 27",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/414,"BCGS 1:2,500 Mapsheet Grid - NAD 27",38d5c73473974c949e7cd8433bee2e97,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/62,YES
"bcgs 1:2,500 mapsheet grid - nad 83",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/883,"BCGS 1:2,500 Mapsheet Grid - NAD 83",e41006a08bb44b7c9d1e2de5d68c81de,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/28,YES
"bcgs 1:20,000 grid",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/139,"BCGS 1:20,000 Grid",4af8da5e159d47cfb38e860758c4b544,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/82,YES
"bcgs 1:5,000 grid",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/313,"BCGS 1:5,000 Grid",338456cd3e1f40c7a23d003c9202c1f0,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/79,YES
"bcgs 1:50,000 grid",https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/425,"BCGS 1:50,000 Grid",53a8650e73b8410fa0969a11f5db6807,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/83,YES
bcts blocks - cutting permit road permit - outlined,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/744,BCTS Cut Permit - Road Permit Regulation - Blocks,e0481a8733d34df6a0a333a6cf9a0d99,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/11,YES
bcts operating areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/745,BCTS Operating Areas,ee2a30bf08e74b50b704544f12862b84,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/24,YES
bcts planned roads,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/743,BCTS Planned Roads,f11a58a4396345e496d4ea930d4f312a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/13,YES
bedrock geology,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/426,Bedrock Geology,f2dfdf45f98846c293730c6f638e87a4,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/14,YES
benthic marine ecounits - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/143,Benthic Marine Ecounits - Coastal Resource Information Management System (CRIMS),7a42dc9781134446896c5a09b4f867ba,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/70,YES
biogeoclimatic ecosystem classification ( bec ) map,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/38,BEC Map,368ec4631af84ad8bdd63d53eff28776,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/21,YES
biogeoclimatic map - generalized (1:20k),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/540,BEC Map - Generalized (1:20K),6b80bed28de240ccb429e53646058b57,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/42,YES
biogeoclimatic map - generalized (1:250k),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/72,BEC Map - Generalized (1:250K),3783901ed7ed4ffb974df755c52462b3,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/30,YES
biogeoclimatic map - labels,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/308,BEC Map - Labels,889d343aa2004b868be1a0222391be3a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/12,YES
biogeoclimatic zones - generalized (1:2m),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/672,BEC Zones - Generalized (1:2M),d196638fbdae46f685eaeec4379de202,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_vegetation/MapServer/1,YES
bioslide points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/476,Bioslide Points,caf3d93f45324230bdeda2b22c360edd,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/25,YES
bioterrain mapping (tbt) detailed polygons with short attribute table spatial view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/126,Bioterrain Mapping (TBT) Detailed Polygons with Short Attribute Table Spatial View,7dc0f416661d4a1fafdd98d840061e30,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/9,YES
bird colonies - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/612,Bird Colonies - Coastal Resource Information Management System (CRIMS),84fdcb3626704eee9bcc4a2414d3467a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/66,YES
black oystercatchers - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/669,Black Oystercatchers - Coastal Resource Information Management System (CRIMS),58bb31ced44f4eac8bdf78c518da1ffb,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/35,YES
borehole log lithology public view,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/112,Borehole Log Lithology Public View,156b3eb3f0f544489f7f3da88436d46d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_waste/MapServer/1,YES
british columbia major timber processing facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/861,British Columbia Major Timber Processing Facilities,70ec7d6020f24ac1a068d5f808b3cca6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/54,YES
british columbia wildfire bans and prohibitions,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/812,British Columbia Bans and Prohibition Areas,f5eab6cf76f84b888d9ee37808140532,https://services6.arcgis.com/ubm4tcTYICKBpist/arcgis/rest/services/British_Columbia_Bans_and_Prohibition_Areas/FeatureServer,NA
broad ecosystem inventory classification spatial layer,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/651,Broad Ecosystem Inventory Classification Spatial Layer,d973983a82db461296b6933c0558ef16,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_terrestrial_ecology/MapServer/7,YES
buildings - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/133,Buildings - TRIM Enhanced Base Map (EBM),3587fc6bfea14d39aad3f2ca4c2d0870,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/50,YES
built-up areas - trim enhanced base map (ebm),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/382,Built-up Areas - TRIM Enhanced Base Map (EBM),8c168d74825c41cab564e12f8c7aacfb,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_basemapping/MapServer/7,YES
california and steller sealion haulout areas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/555,California and Steller Sealion Haulout Areas - Coastal Resource Information Management System (CRIMS),82985a5a5ff743d1a4da74e271953736,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/37,YES
california and steller sealion haulout points,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/207,California and Steller Sealion Haulout Points - Coastal Resource Information Management System (CRIMS),8a805278ae7b49788bc85c8d4c9ac5d5,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/27,YES
caribou habitat model for the eastern cariboo region/columbia highlands/northern columbia mountains (2001),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/393,Caribou Habitat Model for the Eastern Cariboo Region-Columbia Highlands-Northern Columbia Mountains (2001),14d60282a0ed4a3f87a5e75ce47bdfca,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/17,YES
caribou habitat model for the western cariboo region (2001),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/174,Caribou Habitat Model for the Western Cariboo Region (2001),73cdb9eb00b84da58aeda2a538135b99,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/16,YES
caribou habitat model for the western cariboo region (2017),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/249,Caribou Habitat Model for the Western Cariboo Region (2017),80bdbf6488dc47fd8f6cb9c067bf9465,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_reg_land_and_natural_resource/MapServer/11,YES
caribou herd locations for bc,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/653,Caribou Herd Locations for BC,c7d94a8ead3342b78ca7e0a1d869de99,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_inventory/MapServer/11,YES
cbm - integrated cadastral fabric (public view),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/418,CBM - Integrated Cadastral Fabric (Public View),08be742099db42929bf6da654933d8fc,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_cadastre/MapServer/1,YES
ceei primary indicators per capita 2007 communities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/52,CEEI Primary Indicators Per Capita 2007 Communities,f02dc1e09dba4ff9a85b9a017491e46e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/3,YES
ceei primary indicators per capita 2007 regional districts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/229,CEEI Primary Indicators Per Capita 2007 Regional Districts,0758389773d948909c1b9d259979c114,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/61,YES
ceei primary indicators total 2007 communities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/341,CEEI Primary Indicators Total 2007 Communities,ba8620ec70bd41f995a6413ef2dfb4c9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/66,YES
ceei primary indicators total 2007 regional districts,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/586,CEEI Primary Indicators Total 2007 Regional Districts,8a467e64180d4bd48322c36bed981f5d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/58,YES
census age characteristic profiles for community health service areas - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/872,Census Age Characteristic Profiles for Community Health Service Areas - 2016 Census,fcf4fdc4bd8b4f06aea430f8f2e96f37,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/22,YES
census age profiles for community health service areas - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/829,Census Age Profiles for Community Health Service Areas - 2016 Census,5e17fe5bc55f4f32a0ba6943dae69a02,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/2,YES
census families profiles for community health service areas - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/869,Census Age Profiles for Community Health Service Areas - 2016 Census,5e17fe5bc55f4f32a0ba6943dae69a02,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/2,YES
census marital status profiles by sex and relationship type for community health service areas - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/860,Census Marital Status Profiles by Sex and Relationship Type for Community Health Service Areas - 2016 Census,3516f6a131f942c09f2b506169b77c09,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/6,YES
census martial status profiles for community health service areas - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/846,Census Marital Status Profiles for Community Health Service Areas - 2016 Census,84859d9d03ef49a6aeb639d4fff0246f,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/23,YES
census profile key facts for bc census divisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/864,Census Profile Key Facts for BC Census Divisions - 2016 Census,5d68b1a34d41435e95b5a51eaee5ad97,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/47,YES
census profile key facts for bc census subdivisions - 2016 census,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/843,Census Profile Key Facts for BC Census Subdivisions - 2016 Census,8f6594d488534a55869976b5f0412d6a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_human_cultural_economic/MapServer/25,YES
child care map data,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/700,Child Care Map Data,bdef925255f14dbfa6e912b734d8a91d,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/62,YES
civic facilities,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/190,Civic Facilities,3f74ae06865b45d0bd8177b172ba3ebf,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_imagery_and_base_maps/MapServer/70,YES
clam beds - coastal resource information management system (crims),https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/714,Clam Beds - Coastal Resource Information Management System (CRIMS),853e795ca1df43118841f8dc8c6380bd,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/34,YES
coal fields of bc with coal bed methane potential,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/562,Coal Fields of BC with Coal Bed Methane Potential,af9b186a7c1141959baf86ac3e0137f9,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_mineral_tenure/MapServer/34,YES
coastal bc anchorages,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/437,Coastal BC Anchorages,6100681c75514932a963fdcd02172718,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/22,YES
coastal bc boat launches,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/290,Coastal BC Boat Launches,71d59e6363ce4821b03e910b6656a400,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/9,YES
coastal bc campsites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/684,Coastal BC Campsites,6d157ae123f74ff8b885b244b18f8c33,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/5,YES
coastal bc diving sites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/30,Coastal BC Diving Sites,0ef0d7706ceb4443bb17e71ca2ed5a6a,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/23,YES
coastal bc marinas,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/550,Coastal BC Marinas,c58106c5f4ef4779894fd051fbf42565,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/6,YES
coastal bc marine and freshwater kayaking routes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/582,Coastal BC Marine and Freshwater Kayaking Routes,3b8d33898e984d5c85bb7caeaba6d576,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/27,YES
coastal bc marine industrial sites,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/1,Coastal BC Marine Industrial Sites,7f3e4149e40842a98603c16d49a8d24e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/0,YES
coastal bc marine kayaking destinations,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/136,Coastal BC Marine Kayaking Destinations,33330362ecc64a5d904cb46dedf848bc,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/31,YES
coastal bc marine navigation aids,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/111,Coastal BC Marine Navigation Aids,648ce880273f47e394c8bd96fcc7dc42,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/13,YES
coastal bc marine navigation hazards - line,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/357,Coastal BC Marine Navigation Hazards - Line,ac7a78363be54075923488c81fa4268e,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/1,YES
coastal bc marine navigation hazards - point,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/356,Coastal BC Marine Navigation Hazards - Point,3c92a853833e435fac3fe2ff2af223d1,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/26,YES
coastal bc moorages,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/481,Coastal BC Moorages,617a5a1f76464c14b02bf67e870322c6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/30,YES
coastal bc recreational craft cruising routes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/224,Coastal BC Recreational Craft Cruising Routes,97304d6a65334cebb71025a23bc8ec01,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/28,YES
coastal ferry routes,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/211,Coastal Ferry Routes,d5cb95c3019e40ebab7cc36b75f6f318,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/15,YES
commercial anchovy fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/649,Commercial Anchovy Fishery - Coastal Resource Information Management System (CRIMS),bbcb73c9ecd14f8d9eed6cbe88de2ad6,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/28,YES
commercial crab fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/713,Commercial Crab Fishery - Coastal Resource Information Management System (CRIMS),bc5705e41843468b9ddedf399b049a2b,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/21,YES
commercial geoduck fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/712,Commercial Geoduck Fishery - Coastal Resource Information Management System (CRIMS),f2f3affef1674c6bbe3d4f41d9d44159,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/46,YES
commercial gooseneck barnacle fishery,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/450,Commercial Gooseneck Barnacle Fishery - Coastal Resource Information Management System (CRIMS),45a4413a75fb4ae1acf1d8095cf31ac3,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_wildlife_management/MapServer/1,YES
